"X.1","X.2","id"
0.106695192883588,1.08069631704338,1
0.163317236222997,0.781684786832133,1
-0.00258222132545712,0.72380888303003,1
-0.0972673910802542,1.2163338069294,1
0.165401162193683,1.06892641769542,1
0.162188135358959,1.04428235704012,1
0.0503733478487006,1.07276719380467,1
0.0472219072570799,0.890018244130669,1
-0.017928272905165,1.05491520928891,1
0.0867767142564908,0.917360095752784,1
0.0126281595241458,0.999361761875491,1
0.0427230185100697,1.13706515091859,1
0.214284231622064,0.782434108132554,1
0.0181487595460381,1.33535663406807,1
0.140704845332112,0.713448337563985,1
0.177414648296357,1.02289618578011,1
0.24467630662355,0.602576801508202,1
0.179406700411248,0.804782967726068,1
0.163030877722695,0.642567841864326,1
-0.12527189886271,1.19099086990324,1
0.243055858374399,0.926944742636195,1
0.136857082760699,0.910290055911285,1
0.0455234495888736,1.05897053726819,1
0.0522200296606729,1.32131030126044,1
0.140585514391415,0.950005790909577,1
0.0666644835865683,1.19502287161645,1
0.068315411183541,0.745076463229877,1
-0.0883900955175361,1.01494231369153,1
0.152549507437354,0.782045101726524,1
0.493299635223907,0.568995799300692,1
0.0564914357803725,0.83154761963457,1
0.0551290384737105,1.03490812482631,1
0.051131914763221,0.881613413034274,1
0.0721745083037655,1.2840120107243,1
0.0789723341526192,1.12375454243898,1
0.109724758709363,0.989765776811299,1
0.00464624806204493,0.976596861225968,1
0.141848622527042,1.22215540418807,1
0.245611716208793,0.726970893039953,1
-0.00762846126347431,0.872520208011209,1
0.24341898260121,0.761440421029401,1
-0.0534177140466916,1.17236227395109,1
0.00792867573353384,1.09959402010517,1
0.184013478470605,0.725047204106078,1
0.0651009820621474,0.981974882929996,1
0.0485945053921811,1.18367317431516,1
-0.00839570511259015,1.23740262030438,1
0.00673260098305553,0.74000403439637,1
0.102594923002022,0.764892103135954,1
-0.0774097937797577,1.12924058060646,1
-0.0811863618512443,1.17644484284554,1
0.133220610126778,0.865712678912802,1
0.112641414942329,0.900296414135937,1
0.22895583878187,0.714731956962487,1
0.0283755527465122,1.06165877605566,1
0.110714821045798,0.874116506878313,1
0.0391125079902128,0.974686094862422,1
0.0123092737062913,0.90045836112591,1
0.188043488654318,0.907389922057606,1
-0.0968274050685316,1.10329327017181,1
-0.0564269744685263,1.27224386373401,1
0.0072295696789192,0.982227498280729,1
-0.0644603882564112,0.697171160500942,1
0.0803533050262793,0.935734036608909,1
-0.0643122675751994,0.847666480028333,1
0.0262025515395087,0.88807717377623,1
0.119183424917294,1.02482144382998,1
0.195105354487505,0.787994062181814,1
0.165389682090459,0.945825359168808,1
0.130246244252775,0.877972589311759,1
0.0483087343910136,1.00597245710312,1
-0.0387228576027291,1.06149498277066,1
-0.178523948983967,1.36978237042843,1
0.18231461941167,0.789264970725779,1
0.120735856395216,0.879119602804367,1
0.0413155203721566,0.904340349545792,1
0.175686373446275,1.03064883213682,1
0.0310565369814281,0.872069295809765,1
0.0544185076654419,1.0660452925037,1
0.199481766591326,0.468713662456621,1
0.0967847417723805,0.688688025779815,1
0.0572025069626416,1.09786280290597,1
0.203570371539618,0.905926472694072,1
0.181241133081077,0.764923265592002,1
0.0411495913298987,0.594064671084394,1
0.0821734060714081,0.888564978063297,1
0.163011608800674,0.731899697256245,1
0.173876042351342,0.662984162448186,1
0.0136662114649627,1.13671396705009,1
0.126752639851928,0.593067029427651,1
0.125545401742706,0.690935394811474,1
0.134833568206455,1.19403756365885,1
0.0911183012983052,1.05372356015543,1
-0.00926050022880667,1.13442433958008,1
-0.101297038156617,1.33607009962146,1
0.0578147334027247,1.26632458389756,1
-0.0278966998454172,1.69111002776686,1
-0.00545256586789444,1.03479726733209,1
0.07126278619774,0.775913041668336,1
0.11648037956925,0.766890732053876,1
-0.0347009868892676,1.13425463568202,1
0.221294198434066,0.884001501382094,1
0.163405698416445,1.12227841817579,1
-0.046311454289691,1.36301194571349,1
0.157018434707226,0.843798578339108,1
0.102420206046144,0.921103805617295,1
0.250233471200386,0.809284558534265,1
-0.0124106364196892,0.990293908499423,1
0.0814782481363992,0.993849510639499,1
0.0208898935060998,1.23049883586311,1
0.146779164234892,0.78050940836145,1
-0.0706749922218833,0.428445140726032,1
0.021339735406824,0.968300112922243,1
-0.0292128140010751,1.03979254182452,1
0.0624024425021339,0.82643494646943,1
0.101172042379869,0.977172321887162,1
0.00798329531701983,1.0114673527941,1
0.131818302587868,0.883895630029876,1
-0.00183960649044849,1.07494129740756,1
0.150783908275065,1.09309313728265,1
0.065508551463237,0.839937603618827,1
-0.0342258314219963,0.978785899434277,1
0.126492683219042,0.55656094926379,1
0.0549459624677961,1.05443282144001,1
-0.0067694983057974,1.22591228563719,1
