"X.1","X.2","id"
0.947471297222708,-0.0585338074238078,1
0.89905543425179,0.155858189098314,1
0.86362357641776,0.353147827570422,1
0.910479781080991,0.119583500747795,1
0.879822831124438,0.218824614818909,1
0.876921885817887,-0.0396813909794172,1
0.814468404542211,0.126876648459387,1
1.00679867799689,0.0875794264984924,1
0.698787943342093,0.271781764740504,1
0.86207483111634,0.153317129521277,1
0.929351670068243,0.212181160815347,1
0.912980503910847,0.117512864011367,1
0.786193435781751,0.146762896216789,1
1.0120967381598,0.0613150819777414,1
0.761429820025408,-0.0905434070302658,1
0.765699768997095,0.246344411442955,1
0.864675245862705,0.113494075682848,1
0.8448000811142,0.0672299933769355,1
1.00505209200384,0.228139048813848,1
0.752795562510798,0.173110994314659,1
1.01648215138056,0.125826794898033,1
0.772589063983233,0.062340004145537,1
0.837850233378875,0.222264505651359,1
0.88855940327002,-0.0193722106437309,1
0.811330487689918,-0.0353757858735625,1
0.84425199554494,0.347733334204991,1
0.714892514593492,-0.0126063882324285,1
0.887941398553337,0.246743962229471,1
0.929127790218319,0.0722829123205735,1
0.795078414602729,0.166456629123807,1
0.741312778795312,0.300682699598725,1
1.07916608714942,0.166736563246762,1
0.918815517938084,0.193360529286887,1
1.09533933038205,0.316263429644409,1
0.793693360636981,0.27428295730587,1
0.937309536039325,-0.00914658050699474,1
0.69289759261346,0.189556956674147,1
0.582308924591744,0.00280526996395303,1
0.879072740237689,0.329365440463212,1
0.688840960941108,0.0130023636792386,1
0.826864638427066,0.299630374807061,1
0.654920324854978,0.136863335808187,1
0.926152736736109,0.114896704048301,1
0.731741604604992,0.270624261236377,1
0.897408931705417,-0.129410715818723,1
0.832530146765672,-0.0539142843030312,1
0.757634285433133,0.0287360721274474,1
0.947372027076504,0.218333485124199,1
0.875174937309352,0.343915664741546,1
0.666669492610984,-0.0345821007672876,1
0.89685751279725,0.0546580854602799,1
0.835330706471705,0.0100475833016745,1
0.702485543717252,0.0948891119611748,1
0.728612703082534,0.138939826728806,1
0.723732362568322,0.0852248805862437,1
1.17383184100421,0.187624305511567,1
1.12486437186111,0.235654733415446,1
0.812145247441243,0.242875334099759,1
0.781223591828775,0.188439057370146,1
1.02888933188757,0.0807449021702213,1
0.979022623808091,0.0499681141609093,1
0.846196551786876,0.118665157556894,1
1.07670360415527,0.0197198677471111,1
0.821840826082784,0.263193550924244,1
0.782392085301798,-0.0166181178205666,1
0.59709474276169,0.103927597219782,1
0.722348681428685,0.129210248143349,1
0.917843999180768,0.0335536725868752,1
0.679461097699496,0.273426062503796,1
1.02949756945245,0.0816558461090167,1
1.05643707339722,0.164443068682223,1
0.775449371997403,0.0403669175109245,1
0.635175980011973,0.24661334232146,1
0.859383124133386,0.149611146571532,1
0.685234516735206,0.314438050289363,1
0.810341629668843,0.211427248160634,1
0.685539637386935,0.226561537057996,1
0.877051528937006,0.176906309438697,1
